time,seconds_elapsed,batteryLevel,batteryState,lowPowerMode
1732873796600000000,1.001,0.3499999940395355,unplugged,false
1732873797615000000,2.016,0.3499999940395355,unplugged,false
1732873798630000000,3.031000244140625,0.3499999940395355,unplugged,false
1732873799645000000,4.046,0.3499999940395355,unplugged,false
1732873800660000000,5.061,0.3499999940395355,unplugged,false
1732873801676000000,6.077,0.3499999940395355,unplugged,false
1732873802691000000,7.092,0.3499999940395355,unplugged,false
1732873803706000000,8.106999755859375,0.3499999940395355,unplugged,false
1732873804721000000,9.122,0.3499999940395355,unplugged,false
1732873805736000000,10.137,0.3499999940395355,unplugged,false
1732873806751000000,11.152,0.3499999940395355,unplugged,false
1732873807766000000,12.167000244140626,0.3499999940395355,unplugged,false
1732873808781000000,13.182,0.3499999940395355,unplugged,false
